1.736973,-4.690233,-89.994394,5.128168,5.128017,5,0,-0.877099,0.061183,5.145463,0.165937,-32.298279,179.046437
1.736975,-4.715229,-89.994567,5.128184,5.128108,5,0,-0.878362,0.060894,5.125948,0.195281,-30.600480,173.892298
1.736971,-4.740222,-89.994385,5.128144,5.128018,5,0,-0.885707,0.061149,5.149262,0.406358,-20.405868,178.326782
1.736971,-4.765213,-89.993820,5.128207,5.127956,5,0,-0.894376,0.061514,5.172232,0.616254,-21.179029,179.016274
1.736972,-4.790215,-89.994930,5.128207,5.127890,5,0,-0.898462,0.061422,5.179357,0.814464,-31.279041,177.695612
1.736974,-4.815201,-89.995990,5.128206,5.128032,5,0,-0.900915,0.061410,5.178121,0.502938,-19.087769,177.141837
1.736974,-4.840191,-89.996895,5.128206,5.127999,5,0,-0.905052,0.061304,5.171938,0.531046,-19.589541,176.879889
1.736973,-4.865174,-89.997907,5.128186,5.127723,5,0,-0.908369,0.061308,5.160529,0.713046,-19.588455,178.394799
1.736971,-4.890164,-89.998258,5.128186,5.127781,5,0,-0.915135,0.061505,5.171707,0.521701,-21.649846,179.174376
1.736968,-4.915154,-89.997841,5.128182,5.127793,5,0,-0.912719,0.061367,5.156112,0.463415,-20.501129,178.244039
1.736963,-4.940173,-89.996760,5.128188,5.127915,5,0,-0.914860,0.055904,5.138467,-0.107348,-22.113563,178.155244
1.736960,-4.965154,-89.996307,5.128183,5.127851,5,0,-0.875453,0.055378,4.890339,0.150510,-31.502278,177.965876
1.736957,-4.990138,-89.996098,5.128180,5.127866,5,0,-0.872599,0.054973,4.858295,0.107515,-24.192571,172.407272
1.736952,-5.015139,-89.994596,5.128184,5.127940,5,0,-0.882530,0.055394,4.888018,0.353695,0.866035,-176.780286
1.736948,-5.040134,-89.993222,5.128177,5.127952,5,0,-0.910684,0.054705,5.022456,-0.006755,0.048383,-166.865904
1.736945,-5.065109,-89.992408,5.128167,5.127780,5,0,-0.889457,0.055386,4.885866,0.374761,-31.951422,178.309098
1.736943,-5.090110,-89.991381,5.128172,5.127892,5,0,-0.884357,0.054870,4.839826,0.644775,-27.321158,170.423547
1.736945,-5.115105,-89.992434,5.128181,5.127995,5,0,-0.911916,0.054099,4.966244,0.376425,-9.386988,-164.579913
1.736947,-5.140112,-89.993438,5.128181,5.127960,5,0,-0.913461,0.053908,4.948441,0.513103,-9.618271,-163.902631
1.736948,-5.165100,-89.993432,5.128183,5.128053,5,0,-0.908353,0.050921,4.894573,0.319592,-20.830669,179.382008
1.736949,-5.190089,-89.993753,5.128168,5.128001,5,0,-0.913271,0.050923,4.894468,0.304705,-20.919663,179.977291
1.736950,-5.215085,-89.994940,5.128176,5.128024,5,0,-0.917697,0.050874,4.892919,0.548358,-22.404602,177.443077
1.736949,-5.240050,-89.995023,5.128155,5.127848,5,0,-0.877605,0.050766,4.666970,-0.251241,-21.965778,179.025426
1.736948,-5.265061,-89.995530,5.128175,5.127939,5,0,-0.897764,0.049114,4.748062,0.213661,-13.129134,165.975215
1.736947,-5.290051,-89.996023,5.128182,5.128009,5,0,-0.901265,0.049047,4.741790,0.172573,-12.229717,165.688176
1.736948,-5.315055,-89.997113,5.128157,5.127953,5,0,-0.907173,0.049296,4.747486,0.196258,-9.725283,-167.200514
1.736949,-5.340058,-89.997755,5.128171,5.128121,5,0,-0.912098,0.049303,4.748224,0.198234,-9.960931,-167.229214
1.736947,-5.365030,-89.998164,5.128148,5.127915,5,0,-0.918432,0.049391,4.758150,0.051481,-4.411196,-167.472223
1.736947,-5.390011,-89.998947,5.128152,5.127988,5,0,-0.923349,0.049397,4.758784,0.076444,-4.464604,-167.498074
1.736946,-5.415034,-89.999512,5.128161,5.128070,5,0,-0.904097,0.045893,4.636199,-0.305186,-25.635934,175.469290
1.736944,-5.440005,-90.000167,5.128142,5.127954,5,0,-0.901093,0.045430,4.597607,0.308400,-22.844765,170.111269
1.736942,-5.464994,-90.000977,5.128093,5.127802,5,0,-0.888948,0.044640,4.520769,0.250019,-13.693897,165.569994
1.736940,-5.489998,-90.001018,5.128135,5.127995,5,0,-0.893672,0.044454,4.521516,0.358716,-13.633829,166.740053
1.736936,-5.514979,-90.001104,5.128090,5.127834,5,0,-0.898495,0.044468,4.522904,0.359968,-13.768393,166.813038
1.736933,-5.539960,-90.001186,5.128088,5.127832,5,0,-0.903199,0.044475,4.523635,0.334195,-13.875920,166.862129
1.736930,-5.564957,-90.001091,5.128126,5.127984,5,0,-0.907538,0.044464,4.522511,0.294081,-14.002624,166.766067
1.736925,-5.589974,-90.000322,5.128142,5.128045,5,0,-0.912620,0.044490,4.525147,0.256420,-13.240160,166.959251
1.736922,-5.614936,-90.000472,5.128074,5.127846,5,0,-0.917272,0.044493,4.525571,0.360949,-13.667598,166.959580
1.736922,-5.639925,-90.001905,5.128118,5.127874,5,0,-0.940330,0.045472,4.614746,0.538922,-11.780829,178.870681
1.736918,-5.664929,-90.002146,5.128129,5.127905,5,0,-0.903190,0.041440,4.411294,0.223953,-23.193070,178.964410
1.736917,-5.689929,-90.003028,5.128142,5.128009,5,0,-0.907671,0.041443,4.411457,0.238045,-23.296767,179.122302
1.736914,-5.714907,-90.003710,5.128113,5.127909,5,0,-0.912028,0.041436,4.411029,0.294352,-23.425608,178.750697
1.736911,-5.739898,-90.004394,5.128147,5.128052,5,0,-0.898707,0.040285,4.315993,0.260265,-13.835998,168.290839
1.736907,-5.764898,-90.004677,5.128127,5.127954,5,0,-0.902871,0.040246,4.315104,0.316122,-14.558472,168.000718
1.736904,-5.789894,-90.005889,5.128133,5.128023,5,0,-0.908073,0.040284,4.319142,0.286553,-14.185953,168.286616
1.736901,-5.814875,-90.006790,5.128098,5.127911,5,0,-0.908078,0.040078,4.296304,0.625164,-19.058547,167.649197
1.736896,-5.839864,-90.006855,5.128079,5.127930,5,0,-0.893660,0.037356,4.200163,0.399004,-33.266248,178.868510
1.736890,-5.864885,-90.006521,5.128126,5.128043,5,0,-0.904991,0.037424,4.223473,0.066046,-0.096611,-179.262443
1.736885,-5.889882,-90.006576,5.128140,5.128055,5,0,-0.909638,0.037424,4.225417,0.027483,-0.385383,-179.520874
1.736880,-5.914864,-90.006612,5.128102,5.128013,5,0,-0.913755,0.037400,4.225327,0.638329,-24.931990,178.035590
1.736876,-5.939824,-90.006918,5.128062,5.127952,5,0,-0.913875,0.037358,4.204930,0.215751,-24.720583,178.784373
1.736872,-5.964835,-90.007287,5.128088,5.128031,5,0,-0.903526,0.036281,4.129377,0.318253,-14.965620,168.484962
1.736868,-5.989828,-90.007770,5.128121,5.128109,5,0,-0.907888,0.036290,4.130290,0.366506,-14.997588,168.537190
1.736862,-6.014812,-90.007285,5.128063,5.128088,5,0,-0.928469,0.035057,4.200666,-0.902962,-21.120713,178.021781
1.736858,-6.039790,-90.006983,5.128037,5.128081,5,0,-0.895883,0.033655,4.026844,-0.226722,6.928105,-176.858939
1.736853,-6.064793,-90.006806,5.128152,5.128172,5,0,-0.902670,0.033686,4.031968,0.026630,0.515415,-179.133808
1.736848,-6.089780,-90.006167,5.128081,5.128130,5,0,-0.906772,0.033682,4.032170,0.002172,0.465522,-178.879861
1.736844,-6.114759,-90.006240,5.128002,5.128098,5,0,-0.896296,0.033190,3.962769,-0.165011,-2.230417,-169.299938
1.736841,-6.139774,-90.006267,5.128129,5.128169,5,0,-0.914631,0.033339,4.013554,0.180293,0.904120,-178.543837
1.736837,-6.164766,-90.006141,5.128144,5.128177,5,0,-0.882511,0.030210,3.854500,0.140750,8.397698,-178.828562
1.736835,-6.189737,-90.006468,5.128021,5.128121,5,0,-0.889171,0.030285,3.858701,0.065420,0.384058,-179.021641
1.736830,-6.214738,-90.005943,5.128067,5.128153,5,0,-0.893028,0.030287,3.858589,0.014839,0.432488,-179.266831
1.736826,-6.239723,-90.005764,5.128077,5.128158,5,0,-0.900571,0.030275,3.857606,0.032138,0.451888,-179.092451
1.736822,-6.264728,-90.005665,5.128033,5.128137,5,0,-0.904785,0.030285,3.858963,0.058347,0.401218,-179.184670
1.736818,-6.289712,-90.005180,5.127986,5.128121,5,0,-0.908416,0.030178,3.850136,0.005826,-13.459031,176.514978
1.736814,-6.314728,-90.005231,5.128118,5.128186,5,0,-0.878627,0.027168,3.699535,-0.256760,8.080963,-179.765671
1.736811,-6.339697,-90.004557,5.128038,5.128150,5,0,-0.883903,0.027157,3.698361,0.001696,0.404756,-179.288702
1.736806,-6.364705,-90.003707,5.128191,5.128210,5,0,-0.884529,0.026999,3.684816,0.020482,-30.354111,174.260456
1.736802,-6.389702,-90.003405,5.128102,5.128195,5,0,-0.895321,0.027160,3.699461,-0.230070,0.456197,-179.858571
1.736800,-6.414682,-90.003376,5.128038,5.128182,5,0,-0.899035,0.027164,3.699397,-0.219580,0.445865,-179.578104
1.736800,-6.439653,-90.003463,5.127985,5.128171,5,0,-0.906285,0.027158,3.698425,0.005618,0.377097,-179.159033
1.736798,-6.464665,-90.003640,5.128063,5.128187,5,0,-0.873477,0.024307,3.543735,0.109447,2.100750,-175.644920
1.736796,-6.489633,-90.002931,5.127979,5.128172,5,0,-0.881106,0.024282,3.551557,0.000428,7.557926,-179.627055
1.736792,-6.514626,-90.002233,5.127959,5.128168,5,0,-0.886405,0.024292,3.551675,-0.158844,0.437441,-179.288955
1.736789,-6.539610,-90.001317,5.127929,5.128171,5,0,-0.890739,0.024255,3.541863,0.048941,2.727580,-175.917078
1.736786,-6.564624,-90.000283,5.127996,5.128181,5,0,-0.897290,0.024290,3.552228,-0.159195,0.421498,-179.403287
1.736783,-6.589627,-89.999877,5.128100,5.128198,5,0,-0.879679,0.022449,3.454842,-1.696986,5.588616,175.686287
1.736783,-6.614589,-89.999649,5.127930,5.128176,5,0,-0.875606,0.021681,3.418594,0.013443,0.390647,179.751805
1.736785,-6.639582,-90.000286,5.127982,5.128182,5,0,-0.882032,0.021625,3.417163,-0.071308,0.562558,179.797025
1.736783,-6.664571,-89.998994,5.127968,5.128182,5,0,-0.887174,0.021618,3.416592,-0.098259,7.041956,179.990042
1.736782,-6.689564,-89.998324,5.127970,5.128184,5,0,-0.892505,0.021614,3.417315,-0.001670,0.439232,-179.075577
1.736779,-6.714569,-89.996897,5.128029,5.128193,5,0,-0.899385,0.021609,3.417444,0.250434,0.229401,-179.076065
1.736779,-6.739544,-89.996315,5.128014,5.128191,5,0,-0.873834,0.019205,3.294870,0.035647,6.597245,-179.875367
1.736780,-6.764550,-89.995996,5.128057,5.128197,5,0,-0.888936,0.018752,3.332668,-1.568483,-29.474918,-179.263213
1.736781,-6.789524,-89.995464,5.127993,5.128183,5,0,-0.884493,0.019150,3.291332,0.031777,0.387718,-179.353407
1.736780,-6.814545,-89.994206,5.128023,5.128188,5,0,-0.923370,0.018191,3.411217,-0.022384,-12.069710,-178.229587
1.736780,-6.839528,-89.993469,5.128108,5.128204,5,0,-0.897628,0.015912,3.291180,-0.084167,0.438035,179.840941
1.736781,-6.864535,-89.992780,5.128056,5.128195,5,0,-0.904265,0.015913,3.291125,-0.097191,0.400982,179.980405
1.736784,-6.889504,-89.991789,5.127955,5.128181,5,0,-0.901982,0.015697,3.263144,0.171504,-28.363070,171.734555
1.736787,-6.914508,-89.991467,5.127999,5.128194,5,0,-0.914400,0.015827,3.285970,0.059327,-10.085664,-179.732869
1.736789,-6.939485,-89.990587,5.127922,5.128198,5,0,-0.921034,0.015830,3.285999,0.092520,-9.934546,-179.522531
1.736791,-6.964504,-89.990597,5.128122,5.128208,5,0,-0.896169,0.013747,3.173987,-0.072857,0.279007,-179.924045
1.736793,-6.989509,-89.989655,5.128185,5.128211,5,0,-0.900360,0.013678,3.161676,0.068401,-6.359596,-176.008855
1.736797,-7.014490,-89.989593,5.128155,5.128209,5,0,-0.909152,0.013665,3.169690,0.037754,-8.244181,-179.465315
1.736803,-7.039474,-89.990253,5.128043,5.128204,5,0,-0.915005,0.013666,3.167616,0.093176,-8.428247,-178.175629
1.736804,-7.064480,-89.988602,5.128057,5.128206,5,0,-0.891587,0.011723,3.064761,-0.110234,0.303410,179.696807
1.736811,-7.089470,-89.989260,5.127974,5.128204,5,0,-0.900508,0.011699,3.064823,-0.110994,-0.524854,-177.658958
1.736812,-7.114451,-89.987156,5.128004,5.128205,5,0,-0.905858,0.011642,3.061137,0.009605,0.630316,179.979753
1.736815,-7.139434,-89.985809,5.127895,5.128206,5,0,-0.908757,0.011657,3.046370,0.039728,-3.590295,-174.378330
1.736820,-7.164413,-89.985039,5.127872,5.128205,5,0,-0.890292,0.009835,2.963022,-0.093059,0.610913,179.670127
1.736825,-7.189439,-89.984218,5.127993,5.128206,5,0,-0.892908,0.009818,2.949321,0.049071,-2.194725,-173.806767
1.736829,-7.214428,-89.983013,5.128001,5.128206,5,0,-0.905042,0.009731,2.962504,0.051916,0.528057,-179.776591
1.736834,-7.239424,-89.982082,5.127936,5.128207,5,0,-0.884286,0.008034,2.870806,0.011101,0.400409,-179.915651
1.736839,-7.264438,-89.981029,5.128052,5.128209,5,0,-0.890095,0.008034,2.870876,0.011109,0.389687,-179.916096
1.736848,-7.289411,-89.981021,5.127954,5.128175,5,0,-0.898763,0.008035,2.870831,-0.010191,0.391536,-179.877759
1.736856,-7.314387,-89.981013,5.127856,5.128159,5,0,-0.905749,0.008037,2.870322,0.029946,-6.598739,-179.541889
1.736864,-7.339393,-89.980955,5.127960,5.128182,5,0,-0.883527,0.006413,2.775349,-0.003745,3.476572,-176.200679
1.736871,-7.364409,-89.980560,5.128138,5.128215,5,0,-0.891745,0.006377,2.781249,-0.020722,0.393008,179.955703
1.736879,-7.389382,-89.980121,5.127962,5.128189,5,0,-0.900129,0.006378,2.781166,0.007305,0.398023,-179.925952
1.736886,-7.414383,-89.979078,5.128012,5.128198,5,0,-0.878820,0.004852,2.693059,-0.043353,2.114206,-177.117060
1.736895,-7.439378,-89.980215,5.128069,5.128205,5,0,-0.887886,0.004823,2.697138,0.019081,0.381865,-179.947005
1.736905,-7.464347,-89.979568,5.127829,5.128178,5,0,-0.896033,0.004823,2.697107,0.004217,0.382498,-179.923638
1.736914,-7.489345,-89.979487,5.127902,5.128188,5,0,-0.877727,0.003359,2.618000,-0.012162,4.791024,179.988482
1.736923,-7.514339,-89.979289,5.127846,5.128184,5,0,-0.883075,0.003409,2.609983,-0.031769,3.322389,-175.533581
1.736929,-7.539337,-89.977768,5.127983,5.128196,5,0,-0.888523,0.003115,2.602832,-0.791469,-2.737072,179.826861
1.736941,-7.564314,-89.978805,5.127786,5.128174,5,0,-0.875699,0.001984,2.543122,-0.014087,0.582441,-179.500718
1.736947,-7.589326,-89.976883,5.128007,5.128199,5,0,-0.883392,0.001979,2.543302,-0.016698,0.361537,-179.930528
1.736957,-7.614330,-89.977894,5.128097,5.128184,5,0,-0.891168,-0.000542,2.538089,-0.118051,-1.554402,-176.600728
1.736968,-7.639296,-89.978018,5.127930,5.128142,5,0,-0.876410,0.000673,2.472806,-0.040693,4.363056,179.900829
1.736978,-7.664286,-89.978437,5.127930,5.128148,5,0,-0.897108,-0.000050,2.507814,-1.571997,-37.394973,-175.072470
1.736983,-7.689289,-89.977379,5.128084,5.128215,5,0,-0.892524,-0.001825,2.472713,-0.060274,0.354134,179.836587
1.736989,-7.714308,-89.976265,5.128183,5.128198,5,0,-0.901125,-0.001817,2.472410,-0.069408,-4.203209,-179.508850
1.736997,-7.739291,-89.975789,5.128183,5.128201,5,0,-0.886663,-0.002988,2.406080,-0.002258,0.332726,-179.876789
1.737007,-7.764284,-89.975692,5.128122,5.128204,5,0,-0.895038,-0.002988,2.405956,0.000507,-4.216955,-179.870399
1.737015,-7.789284,-89.975216,5.128113,5.128214,5,0,-0.881083,-0.004093,2.342873,-0.018433,0.331217,-179.902058
1.737026,-7.814246,-89.974697,5.127958,5.128227,5,0,-0.889049,-0.004076,2.342241,-0.026222,-3.542145,-178.869104
1.737036,-7.839272,-89.974754,5.128079,5.128212,5,0,-0.895247,-0.004235,2.333760,-0.472069,-3.152670,178.687848
1.737047,-7.864245,-89.974805,5.128010,5.128219,5,0,-0.884974,-0.005141,2.282847,0.002478,0.321874,-179.926363
1.737058,-7.889251,-89.974726,5.128053,5.128211,5,0,-0.894167,-0.005140,2.282817,0.012331,0.321922,-179.882349
1.737068,-7.914236,-89.974870,5.128054,5.128220,5,0,-0.881394,-0.006106,2.224960,0.042060,1.029813,-178.125945
1.737079,-7.939229,-89.974754,5.128152,5.128203,5,0,-0.890914,-0.006137,2.225823,0.005064,0.315353,-179.958990
1.737088,-7.964213,-89.973890,5.128043,5.128212,5,0,-0.878891,-0.007068,2.171397,0.056334,0.607147,-178.917259
1.737098,-7.989212,-89.973574,5.127985,5.128223,5,0,-0.887833,-0.007083,2.171637,0.041024,0.303868,-179.820730
1.737110,-8.014212,-89.974059,5.128151,5.128209,5,0,-0.876336,-0.007986,2.119993,0.033343,0.301235,-179.858905
1.737119,-8.039201,-89.973111,5.127980,5.128220,5,0,-0.887019,-0.007987,2.119991,0.028847,0.297772,-179.908695
1.737131,-8.064205,-89.973616,5.128045,5.128211,5,0,-0.875821,-0.008847,2.070775,0.027830,0.289817,-179.916172
1.737137,-8.089199,-89.972213,5.128189,5.128195,5,0,-0.870990,-0.010010,2.036827,-1.587463,-48.669349,-176.652977
1.737147,-8.114187,-89.971651,5.128059,5.128221,5,0,-0.892694,-0.010728,2.063530,-1.083672,-46.599292,-179.911636
1.737156,-8.139178,-89.970596,5.128049,5.128214,5,0,-0.886460,-0.011688,2.023290,-0.011624,-2.235741,-178.608141
1.737170,-8.164166,-89.971216,5.127987,5.128233,5,0,-0.896716,-0.011699,2.023591,-0.007553,-2.458643,-179.121867
1.737179,-8.189173,-89.969976,5.128066,5.128207,5,0,-0.887720,-0.012413,1.977842,-0.053752,-1.390042,-178.033142
1.737189,-8.214145,-89.969441,5.128014,5.128221,5,0,-0.889448,-0.012777,1.956185,-0.949645,-0.976999,177.881655
1.737196,-8.239161,-89.967970,5.128095,5.128213,5,0,-0.890852,-0.013161,1.935737,-0.003238,-2.544649,-179.991037
1.737212,-8.264131,-89.968474,5.127952,5.128233,5,0,-0.882683,-0.013797,1.893907,-0.047668,-0.791321,-178.168689
1.737223,-8.289135,-89.967543,5.128071,5.128212,5,0,-0.875276,-0.014486,1.855056,0.013418,0.258575,-179.961114
1.737233,-8.314148,-89.967039,5.128096,5.128215,5,0,-0.886557,-0.014440,1.854371,0.051366,-0.790371,-177.851147
1.737249,-8.339133,-89.967174,5.127990,5.128220,5,0,-0.880319,-0.015109,1.817213,0.008601,0.256069,179.964654
1.737260,-8.364143,-89.966278,5.128090,5.128204,5,0,-0.874407,-0.015706,1.780919,0.010077,0.252005,-179.998086
1.737273,-8.389104,-89.965623,5.127902,5.128227,5,0,-0.880781,-0.015855,1.770334,-0.634491,-1.308604,178.663901
1.737286,-8.414096,-89.964719,5.127845,5.128236,5,0,-0.881043,-0.016280,1.746041,0.015557,0.245666,-179.989845
1.737299,-8.439101,-89.964254,5.127930,5.128224,5,0,-0.875281,-0.016769,1.711508,0.037732,0.053439,-177.390578
1.737310,-8.464103,-89.963140,5.128008,5.128218,5,0,-0.886237,-0.018433,1.708630,-0.377092,-1.708751,179.241220
1.737326,-8.489101,-89.963240,5.128045,5.128217,5,0,-0.884162,-0.019061,1.680147,0.001223,-1.860370,-179.990189
1.737342,-8.514090,-89.963538,5.128029,5.128220,5,0,-0.880809,-0.019513,1.649057,-0.032081,-0.520581,-178.657390
1.737357,-8.539096,-89.963552,5.128124,5.128209,5,0,-0.877434,-0.020003,1.619197,0.040471,0.213395,-179.852122
1.737372,-8.564077,-89.963074,5.127962,5.128221,5,0,-0.875389,-0.020450,1.590286,0.007646,0.224539,-179.972001
1.737391,-8.589053,-89.963941,5.127881,5.128229,5,0,-0.873420,-0.020867,1.562559,0.026456,0.385572,-179.257338
1.737404,-8.614046,-89.962862,5.127853,5.128231,5,0,-0.871544,-0.021297,1.535498,0.011247,0.216291,-179.969870
1.737414,-8.639057,-89.961197,5.127994,5.128221,5,0,-0.869983,-0.021683,1.509632,-0.012760,0.588591,-179.168970
1.737427,-8.664050,-89.960310,5.127915,5.128231,5,0,-0.869446,-0.022087,1.484349,0.002318,0.210549,-179.990882
1.737443,-8.689041,-89.960007,5.128074,5.128214,5,0,-0.869181,-0.022463,1.460028,0.006350,0.206649,-179.986947
1.737461,-8.714039,-89.960068,5.127960,5.128220,5,0,-0.881489,-0.023753,1.456628,-0.456811,-0.244289,-179.722852
1.737476,-8.739032,-89.959560,5.127935,5.128227,5,0,-0.884038,-0.024277,1.436402,-0.022025,-1.311958,179.967497
1.737496,-8.764019,-89.960310,5.127927,5.128223,X,X,X,X,X,X,X,X
1.737512,-8.789010,-89.959836,5.127896,5.128227,X,X,X,X,X,X,X,X
1.737527,-8.813989,-89.959535,5.127944,5.128225,X,X,X,X,X,X,X,X
1.737539,-8.838997,-89.958104,5.128060,5.128216,X,X,X,X,X,X,X,X
1.737553,-8.863993,-89.956516,5.127982,5.128220,X,X,X,X,X,X,X,X
1.737570,-8.888981,-89.955633,5.127827,5.128236,X,X,X,X,X,X,X,X
1.737585,-8.913976,-89.954527,5.127920,5.128223,X,X,X,X,X,X,X,X
1.737605,-8.938977,-89.954987,5.127979,5.128216,X,X,X,X,X,X,X,X
1.737625,-8.963954,-89.954968,5.127856,5.128230,X,X,X,X,X,X,X,X
1.737641,-8.988968,-89.954017,5.128009,5.128216,X,X,X,X,X,X,X,X
1.737662,-9.013962,-89.954422,5.127844,5.128212,X,X,X,X,X,X,X,X
1.737678,-9.038952,-89.953116,5.127925,5.128213,X,X,X,X,X,X,X,X
1.737698,-9.063938,-89.952835,5.127959,5.128213,X,X,X,X,X,X,X,X
1.737719,-9.088925,-89.953020,5.127867,5.128214,X,X,X,X,X,X,X,X
1.737739,-9.113929,-89.952885,5.127917,5.128216,X,X,X,X,X,X,X,X
1.737761,-9.138919,-89.953738,5.127852,5.128217,X,X,X,X,X,X,X,X
1.737781,-9.163899,-89.953185,5.127779,5.128218,X,X,X,X,X,X,X,X
1.737801,-9.188889,-89.952847,5.127778,5.128219,X,X,X,X,X,X,X,X
1.737818,-9.213903,-89.951035,5.127950,5.128217,X,X,X,X,X,X,X,X
1.737958,-9.236672,-89.888687,4.224128,4.113101,X,X,X,X,X,X,X,X
1.738100,-9.255136,-89.781660,3.320017,3.259902,X,X,X,X,X,X,X,X
1.738241,-9.269315,-89.636234,2.410167,2.402535,X,X,X,X,X,X,X,X
1.738357,-9.279210,-89.448341,1.504074,1.547267,X,X,X,X,X,X,X,X
1.738388,-9.285103,-89.277312,0.999736,0.767689,X,X,X,X,X,X,X,X
1.738450,-9.289088,-89.432255,0.999663,0.287825,X,X,X,X,X,X,X,X
1.738713,-9.291960,-89.920402,0.999737,-0.100938,X,X,X,X,X,X,X,X
1.739197,-9.293803,-90.726331,0.999799,-0.465331,X,X,X,X,X,X,X,X
1.739904,-9.294685,-91.831008,0.999904,-0.800409,X,X,X,X,X,X,X,X
1.740841,-9.294713,-93.210812,1.000024,-0.999899,X,X,X,X,X,X,X,X
1.741964,-9.294248,-94.787932,0.999935,-0.999925,X,X,X,X,X,X,X,X
1.743252,-9.293760,-96.445595,0.999517,-0.999991,X,X,X,X,X,X,X,X
1.744700,-9.293255,-98.152954,0.998987,-1.000191,X,X,X,X,X,X,X,X
1.746243,-9.292768,-99.876642,0.998434,-1.000691,X,X,X,X,X,X,X,X
1.747812,-9.292292,-101.597526,0.998260,-1.001258,X,X,X,X,X,X,X,X
1.749352,-9.291861,-103.304955,0.998602,-1.001520,X,X,X,X,X,X,X,X
1.750847,-9.291501,-105.000257,0.998757,-1.001310,X,X,X,X,X,X,X,X
1.752293,-9.291227,-106.706866,0.998683,-1.000222,X,X,X,X,X,X,X,X
1.753719,-9.290995,-108.405865,0.999231,-1.000196,X,X,X,X,X,X,X,X
1.755157,-9.290814,-110.098495,0.999270,-1.000468,X,X,X,X,X,X,X,X
1.756606,-9.290681,-111.788312,0.999403,-1.000503,X,X,X,X,X,X,X,X
1.758057,-9.290599,-113.476729,0.999489,-1.000464,X,X,X,X,X,X,X,X
1.759511,-9.290562,-115.164991,0.999537,-1.000433,X,X,X,X,X,X,X,X
1.760966,-9.290569,-116.853154,0.999567,-1.000425,X,X,X,X,X,X,X,X
1.762419,-9.290621,-118.541216,0.999588,-1.000412,X,X,X,X,X,X,X,X
1.763870,-9.290715,-120.229214,0.999604,-1.000408,X,X,X,X,X,X,X,X
1.765315,-9.290852,-121.917260,0.999627,-1.000413,X,X,X,X,X,X,X,X
1.766754,-9.291029,-123.605391,0.999632,-1.000410,X,X,X,X,X,X,X,X
1.768186,-9.291246,-125.293228,0.999943,-1.000414,X,X,X,X,X,X,X,X
1.769615,-9.291502,-126.980239,0.999685,-1.000428,X,X,X,X,X,X,X,X
1.771037,-9.291808,-128.667983,0.999647,-1.000408,X,X,X,X,X,X,X,X
1.772448,-9.292158,-130.355820,0.999645,-1.000402,X,X,X,X,X,X,X,X
1.773850,-9.292549,-132.043707,0.999649,-1.000404,X,X,X,X,X,X,X,X
1.775239,-9.292982,-133.731605,0.999649,-1.000401,X,X,X,X,X,X,X,X
1.776614,-9.293456,-135.419506,0.999651,-1.000406,X,X,X,X,X,X,X,X
1.777975,-9.293969,-137.107406,0.999650,-1.000401,X,X,X,X,X,X,X,X
1.779321,-9.294523,-138.795307,0.999652,-1.000407,X,X,X,X,X,X,X,X
1.780649,-9.295116,-140.483208,0.999651,-1.000401,X,X,X,X,X,X,X,X
1.781960,-9.295748,-142.171109,0.999653,-1.000408,X,X,X,X,X,X,X,X
1.783251,-9.296418,-143.859011,0.999652,-1.000401,X,X,X,X,X,X,X,X
1.784522,-9.297126,-145.546914,0.999654,-1.000408,X,X,X,X,X,X,X,X
1.785772,-9.297871,-147.234818,0.999652,-1.000402,X,X,X,X,X,X,X,X
1.786999,-9.298653,-148.922723,0.999654,-1.000408,X,X,X,X,X,X,X,X
1.788202,-9.299470,-150.610629,0.999652,-1.000402,X,X,X,X,X,X,X,X
1.789381,-9.300323,-152.298536,0.999654,-1.000409,X,X,X,X,X,X,X,X
1.790534,-9.301209,-153.986446,0.999652,-1.000402,X,X,X,X,X,X,X,X
1.791661,-9.302130,-155.674356,0.999654,-1.000409,X,X,X,X,X,X,X,X
1.792760,-9.303083,-157.362269,0.999662,-1.000393,X,X,X,X,X,X,X,X
1.793833,-9.304068,-159.050260,0.999656,-1.000416,X,X,X,X,X,X,X,X
1.794874,-9.305084,-160.738233,0.999654,-1.000403,X,X,X,X,X,X,X,X
1.795884,-9.306131,-162.426198,0.999655,-1.000409,X,X,X,X,X,X,X,X
1.796864,-9.307207,-164.114163,0.999654,-1.000404,X,X,X,X,X,X,X,X
1.797812,-9.308311,-165.802126,0.999656,-1.000409,X,X,X,X,X,X,X,X
1.798555,-9.309281,-167.120953,0.600596,-0.580675,X,X,X,X,X,X,X,X
1.799045,-9.309943,-168.056846,0.549745,-0.550398,X,X,X,X,X,X,X,X
1.799532,-9.310582,-168.985284,0.549698,-0.550430,X,X,X,X,X,X,X,X
1.800017,-9.311227,-169.912994,0.549630,-0.550402,X,X,X,X,X,X,X,X
1.800489,-9.311874,-170.841280,0.549685,-0.550474,X,X,X,X,X,X,X,X
1.800948,-9.312528,-171.769615,0.549804,-0.550552,X,X,X,X,X,X,X,X
1.801394,-9.313190,-172.697942,0.549933,-0.550606,X,X,X,X,X,X,X,X
1.801828,-9.313861,-173.626336,0.549999,-0.550642,X,X,X,X,X,X,X,X
1.802251,-9.314540,-174.554928,0.549961,-0.550645,X,X,X,X,X,X,X,X
1.802664,-9.315228,-175.483223,0.549894,-0.550615,X,X,X,X,X,X,X,X
